filename,fecha_de_radicacion,has_unredacted,unredacted_vars,unredacted_values,date_of_decree,decree_year,county,state,physical_address,mailing_address,mailing_state,mailing_county,taxable_year_end,total_net_worth,income_interest_exempt,income_interest_nonexempt,income_dividends_exempt,income_dividends_nonexempt,income_capital_gains_exempt,income_capital_gains_nonexempt,income_wages_exempt,income_wages_nonexempt,income_other_income_exempt,income_other_income_nonexempt,does_grantee_own_a_home_in_puerto_rico_or_does_he/she_rent_it,primary_property_value,monthly_rent_pay,real_estate_municipality,does_grantee_own_other_real_estate_in_puerto_rico,n_nonprimary_real_estate,does_grantee_have_assets_located_in_puerto_rico,previous_reporting_year,current_reporting_year,asset_type_financial_previous_reporting_year,asset_type_financial_current_reporting_year,asset_type_financial_difference,asset_type_real_estate_previous_reporting_year,asset_type_real_estate_current_reporting_year,asset_type_real_estate_difference,asset_type_privately_held_business_previous_reporting_year,asset_type_privately_held_business_current_reporting_year,asset_type_privately_held_business_difference,asset_type_other_previous_reporting_year,asset_type_other_current_reporting_year,asset_type_other_difference,does_grantee_have_a_business_in_puerto_rico,n_business,business_information_table_height,business_type_1,business_decree_1,business_type_2,business_decree_2,business_type_3,business_decree_3,business_type_4,business_decree_4,business_type_5,business_decree_5,business_type_6,business_decree_6,business_type_7,business_decree_7,business_type_8,business_decree_8,business_type_9,business_decree_9,household_table_height,days_in_pr,expenditure_in_pr,charity_in_pr,total_amount_donated,n_charities,gender
2022-RepAct22-008376_Redacted.pdf,06/08/2022,FALSE,NA,NA,02/11/2015,2015,Humacao,PR,"Humacao, PR","Humacao, PR",PR,Humacao,//,From 25 to 50 million,50606,0,170927,0,1945042,34493,0,0,0,0,Own,765000,NA,NA,No,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,205,75000,Yes,0,3,REDACTED
2022-RepAct22-008377_Redacted.pdf,06/08/2022,TRUE,business_name_1,REDACTED Inc.,11/07/2013,2013,Humacao,Puerto Rico,"Humacao, Puerto Rico","Humacao, Puerto Rico",Puerto Rico,Humacao,//,From 25 to 50 million,50606,0,170927,0,1945042,34493,0,150000,0,0,Own,765000,NA,NA,No,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,211,75000,Yes,0,3,REDACTED
2022-RepAct22-008379_Redacted.pdf,08/02/2022,FALSE,NA,NA,02/01/2019,2019,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,//,From 1 to 5 million,0,0,1799554,0,123026,363,0,52150,0,158,Rent,NA,10000,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,50,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,330,1e+05,Yes,0,1,REDACTED
2022-RepAct22-008380_Redacted.pdf,08/24/2022,FALSE,NA,NA,02/01/2019,2019,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,//,From 1 to 5 million,0,0,1799459,0,0,0,0,52150,0,0,Rent,NA,10000,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,50,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,246,60000,Yes,0,1,REDACTED
2022-RepAct22-008381_Redacted.pdf,06/09/2022,FALSE,NA,NA,01/01/2020,2020,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,//,Less than 1 million,1,0,0,0,0,0,0,0,0,3063,Rent,NA,1100,NA,NA,0,TRUE,2020,2021,3000,1000,-2000,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,250,35000,Yes,0,1,NA
2022-RepAct22-008383_Redacted.pdf,09/27/2022,FALSE,NA,NA,03/08/2021,2021,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,//,From 1 to 5 million,18,0,7866,0,223287,179991,0,0,0,0,Own,1875000,NA,NA,No,0,TRUE,2020,2021,0,20000,20000,0,1875000,1875000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,247,50000,No,0,0,REDACTED
2022-RepAct22-008391_Redacted.pdf,06/14/2022,FALSE,NA,NA,01/17/2018,2018,Humacao,Puerto Rico,"Humacao, Puerto Rico","Humacao, Puerto Rico",Puerto Rico,Humacao,//,From 1 to 5 million,160,0,53332,20,0,70212,0,169045,0,134162,Own,1500000,NA,NA,No,0,TRUE,2017,2018,15000,25000,10000,1500000,1500000,0,0,4925,4925,50000,65000,15000,Yes,1,50,Financial,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,252,47881.83,No,0,0,REDACTED
2022-RepAct22-008393_Redacted.pdf,06/12/2022,FALSE,NA,NA,04/02/2014,2014,LUQUILLO,Puerto Rico,"LUQUILLO, Puerto Rico","LUQUILLO, Puerto Rico",Puerto Rico,LUQUILLO,//,Less than 1 million,0,0,13569,0,-152550,0,27798,0,0,0,Rent,NA,750,NA,NA,0,TRUE,2020,2021,461000,308000,-153000,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,255,25000,No,0,0,REDACTED
2022-RepAct22-008394_Redacted.pdf,12/05/2022,FALSE,NA,NA,05/05/2021,2021,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 25 to 50 million,17,0,301738,0,279354,173117,0,0,0,0,Own,5e+05,NA,NA,Yes,1,TRUE,2021,2022,0,0,0,0,1e+06,1e+06,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,229,1300000,Yes,0,2,NA
2022-RepAct22-008395_Redacted.pdf,06/14/2022,FALSE,NA,NA,12/19/2014,2014,Palmas Del Mar,PR,"Palmas Del Mar, PR","Humacao, PR",PR,Humacao,//,From 1 to 5 million,71424,0,0,0,1603792,50614,0,0,0,11946,Rent,NA,1700,NA,NA,0,TRUE,2016,2017,0,980,980,0,850000,850000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,259,50000,No,0,0,REDACTED
2022-RepAct22-008397_Redacted.pdf,06/14/2022,FALSE,NA,NA,10/29/2013,2013,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,//,From 25 to 50 million,0,0,0,0,0,0,0,200300,0,1326241,Own,43677,NA,NA,No,0,TRUE,2020,2021,42240,67098.86,24858.86,43677,43677,0,162850,203013.38,40163.38,60000,140110.61,80110.61,Yes,1,45,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,195,2e+05,No,0,0,REDACTED
2022-RepAct22-008399_Redacted.pdf,06/14/2022,FALSE,NA,NA,REDACTED,REDACTED,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,//,From 1 to 5 million,0,0,0,0,7155,0,0,222517,0,0,Own,420000,NA,NA,No,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,340,36000,Yes,0,1,REDACTED
2022-RepAct22-008400_Redacted.pdf,06/14/2022,FALSE,NA,NA,01/01/2020,2020,Vega Alta,PR,"Vega Alta, PR","Vega Alta, PR",PR,Vega Alta,//,From 5 to 10 million,1985,0,0,0,0,0,0,42000,0,1067542,Own,1500000,NA,NA,No,0,TRUE,2020,2021,27650,32650,5000,750000,750000,0,266278,675954,409676,0,0,0,Yes,1,35,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,233,25000,Yes,0,1,REDACTED
2022-RepAct22-008401_Redacted.pdf,07/11/2022,FALSE,NA,NA,01/01/2016,2016,Humacao,Puerto Rico,Humacao Puerto Rico,Humacao Puerto Rico,Puerto Rico,Humacao,//,From 1 to 5 million,0,0,0,0,0,0,0,23000,28075,0,Own,850000,NA,NA,Yes,1,TRUE,2015,2016,0,10000,10000,0,9e+05,9e+05,0,0,0,0,70000,70000,Yes,1,45,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,247,1e+05,No,0,0,REDACTED
2022-RepAct22-008404_Redacted.pdf,06/15/2022,FALSE,NA,NA,09/25/2018,2018,san juan,pr,"san juan, pr","san juan, pr",pr,san juan,//,From 10 to 25 million,0,0,0,0,5e+06,0,0,1e+05,0,0,Rent,NA,6500,NA,NA,0,TRUE,2021,2022,38000,50000,12000,0,0,0,0,0,0,10676107,15676107,5e+06,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,208,125000,Yes,0,1,REDACTED
2022-RepAct22-008406_Redacted.pdf,06/16/2022,FALSE,NA,NA,02/01/2019,2019,Carolina,PR,"Carolina, PR","Carolina, PR",PR,Carolina,//,From 10 to 25 million,0,3449,0,6769,0,20349,0,20000,0,0,Rent,NA,2800,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,5e+05,5e+05,0,0,0,0,Yes,1,35,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,228,30000,No,0,0,REDACTED
2022-RepAct22-008411_Redacted.pdf,12/12/2022,FALSE,NA,NA,06/01/2019,2019,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 1 to 5 million,5557,0,242907,0,0,0,0,0,0,24000,Rent,NA,3000,NA,NA,0,TRUE,2020,2021,1500,1500,0,0,0,0,0,0,0,10000,8000,-2000,Yes,1,40,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,349,50000,Yes,5000,3,REDACTED
2022-RepAct22-008416_Redacted.pdf,06/20/2022,FALSE,NA,NA,12/31/2016,2016,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,//,From 25 to 50 million,986,18460,11316088,2413999,3676828,0,106262,0,0,0,Own,5e+05,NA,NA,Yes,1,TRUE,2020,2021,29694593,41010681,11316088,7e+05,7e+05,0,0,1400000,1400000,50000,50000,0,Yes,2,45,Service,TRUE,Real Estate/Property,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,336,110000,Yes,0,1,REDACTED
2022-RepAct22-008417_Redacted.pdf,06/23/2022,FALSE,NA,NA,12/06/2017,2017,Dorado,Puerto Rico,"Dorado, Puerto Rico","Dorado, Puerto Rico",Puerto Rico,Dorado,//,From 1 to 5 million,0,0,1076000,0,0,0,0,250000,51188,0,Own,950000,NA,NA,Yes,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,3,90,Service,FALSE,Service,TRUE,Service,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,277,1e+05,Yes,5000,3,NA
2022-RepAct22-008419_Redacted.pdf,07/01/2022,FALSE,NA,NA,12/26/2018,2018,Humacao,PR,"Humacao, PR","Humacao, PR",PR,Humacao,//,From 5 to 10 million,683,0,8522,0,0,0,0,120000,0,386454,Own,1500000,NA,NA,Yes,0,TRUE,2019,2020,21969,476388,454419,1220000,4735000,3515000,10000,1174143,1164143,0,56000,56000,Yes,3,90,Real Estate/Property,FALSE,Real Estate/Property,FALSE,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,282,140000,Yes,0,1,REDACTED
2022-RepAct22-008420_Redacted.pdf,07/01/2022,FALSE,NA,NA,12/26/2018,2018,Humacao,PR,"Humacao, PR","Humacao, PR",PR,Humacao,//,From 5 to 10 million,59,0,31083,0,0,24,0,120000,0,410183,Own,1220000,NA,NA,Yes,0,TRUE,2018,2019,21969,21969,0,1150000,1220000,70000,10000,10000,0,0,0,0,Yes,2,60,Real Estate/Property,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,268,90000,Yes,0,1,REDACTED
2022-RepAct22-008423_Redacted.pdf,06/21/2022,TRUE,business_name_1,Outlanders Corp,12/13/2018,2018,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,//,From 1 to 5 million,180601.89,0,0,0,-6426,0,0,0,0,19072,Rent,NA,4500,NA,NA,0,TRUE,2020,2021,0,3500,3500,0,0,0,0,22000,22000,0,0,0,Yes,1,35,Other,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,302,130000,Yes,0,1,REDACTED
2022-RepAct22-008426_Redacted.pdf,06/22/2022,TRUE,application_number,2022-RepAct22-008426,12/13/2018,2018,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,//,From 1 to 5 million,50165,0,0,0,-83381,0,0,0,0,0,Rent,NA,2500,NA,NA,0,TRUE,2019,2020,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,40,Other,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,250,50000,Yes,0,1,REDACTED
2022-RepAct22-008431_Redacted.pdf,09/28/2022,FALSE,NA,NA,03/08/2021,2021,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,//,From 1 to 5 million,0,0,849,0,0,68027,0,0,0,0,Own,1875000,NA,NA,No,0,TRUE,2020,2021,0,50000,50000,0,1875000,1875000,0,0,0,0,0,0,Yes,1,50,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,240,50000,No,0,0,REDACTED
2022-RepAct22-008432_Redacted.pdf,06/24/2022,FALSE,NA,NA,02/01/2019,2019,HUMACAO,Puerto Rico,"HUMACAO, Puerto Rico","HUMACAO, Puerto Rico",Puerto Rico,HUMACAO,//,From 25 to 50 million,2452,0,12185814,0,22290,0,0,90000,0,0,Own,3e+06,NA,NA,No,0,TRUE,2020,2021,0,0,0,3e+06,3e+06,0,0,0,0,0,0,0,Yes,1,40,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,313,2e+05,Yes,0,1,REDACTED
2022-RepAct22-008435_Redacted.pdf,06/26/2022,FALSE,NA,NA,06/27/2021,2021,RINCON,PR,"RINCON, PR","RINCON, PR",PR,RINCON,//,From 1 to 5 million,18,0,0,0,451591,169138,0,0,0,0,Own,1525000,NA,NA,No,0,TRUE,2020,2021,0,2405172,2405172,0,0,0,0,0,0,0,65000,65000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,208,34000,No,0,0,REDACTED
2022-RepAct22-008436_Redacted.pdf,06/27/2022,FALSE,NA,NA,02/01/2019,2019,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,//,From 1 to 5 million,0,100,0,0,0,0,0,3e+05,0,0,Own,1e+06,NA,NA,Yes,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,50,Real Estate/Property,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,310,230000,Yes,0,1,REDACTED
2022-RepAct22-008437_Redacted.pdf,06/29/2022,FALSE,NA,NA,01/01/2016,2016,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,//,From 1 to 5 million,0,0,0,0,0,0,0,72425,0,0,Own,5e+05,NA,NA,No,0,TRUE,2016,2017,54808,10280,-44528,0,5e+05,5e+05,0,0,0,0,0,0,Yes,1,80,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,185,16100,No,0,0,REDACTED
2022-RepAct22-008439_Redacted.pdf,06/29/2022,FALSE,NA,NA,01/01/2016,2016,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,//,From 1 to 5 million,0,29,0,0,0,0,0,72425,0,0,Own,1e+06,NA,NA,No,0,TRUE,2017,2018,10280,28470,18190,5e+05,1e+06,5e+05,0,0,0,0,0,0,Yes,1,120,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,195,27000,No,0,0,REDACTED
2022-RepAct22-008440_Redacted.pdf,06/29/2022,FALSE,NA,NA,02/01/2019,2019,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,//,From 1 to 5 million,444,0,0,0,15342,0,0,72425,0,762199,Own,1e+06,NA,NA,No,0,TRUE,2018,2019,28470,314741,286271,1e+06,1e+06,0,0,0,0,0,0,0,Yes,1,120,Other,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,222,31000,No,0,0,REDACTED
2022-RepAct22-008442_Redacted.pdf,06/29/2022,FALSE,NA,NA,01/01/2016,2016,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,//,From 1 to 5 million,496,0,0,0,0,0,0,72425,0,0,Own,1e+06,NA,NA,No,0,TRUE,2019,2020,314741,10075,-304666,1e+06,1e+06,0,0,0,0,0,0,0,Yes,1,85,Other,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,288,18000,No,0,0,REDACTED
2022-RepAct22-008443_Redacted.pdf,06/29/2022,FALSE,NA,NA,01/01/2016,2016,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,//,From 1 to 5 million,38,0,0,0,0,0,0,72425,0,0,Own,2e+06,NA,NA,No,0,TRUE,2020,2021,10075,98243,88168,1e+06,2e+06,1e+06,0,0,0,0,0,0,Yes,1,90,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,245,28600,No,0,0,REDACTED
2022-RepAct22-008445_Redacted.pdf,06/29/2022,FALSE,NA,NA,02/01/2019,2019,Vieques,PR,"Vieques, PR","VIEQUES, PR",PR,VIEQUES,//,From 10 to 25 million,0,0,3242,0,248027,0,0,47045,109762,3242,Own,2500000,NA,NA,Yes,1,TRUE,2019,2020,4e+05,450000,50000,5e+06,5300000,3e+05,0,0,0,50000,50000,0,Yes,1,80,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,286,250000,Yes,0,3,REDACTED
2022-RepAct22-008446_Redacted.pdf,07/13/2022,FALSE,NA,NA,02/01/2019,2019,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,//,From 1 to 5 million,0,0,1370361,0,2509392,0,0,112500,0,0,Rent,NA,4000,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,120,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,307,4000,Yes,0,1,REDACTED
2022-RepAct22-008450_Redacted.pdf,11/07/2022,FALSE,NA,NA,01/03/2021,2021,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,Less than 1 million,37,0,66,0,208624,217433,0,0,0,23,Rent,NA,3000,NA,NA,0,TRUE,2020,2021,0,4e+05,4e+05,0,0,0,0,0,0,0,3000,3000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,268,60000,No,0,0,REDACTED
2022-RepAct22-008455_Redacted.pdf,09/26/2022,FALSE,NA,NA,01/01/2021,2021,Carolina,PR,"Carolina, PR","Carolina, PR",PR,Carolina,//,From 1 to 5 million,815,0,573,0,301563,293067,0,0,0,5604,Rent,NA,3100,NA,NA,0,TRUE,2020,2021,0,2470000,2470000,0,0,0,0,0,0,0,2e+05,2e+05,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,187,120000,No,0,0,REDACTED
2022-RepAct22-008457_Redacted.pdf,07/05/2022,FALSE,NA,NA,04/05/2021,2021,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,//,From 25 to 50 million,0,0,0,0,32602844,0,0,0,0,0,Own,8e+06,NA,NA,No,0,TRUE,2020,2021,0,2.1e+07,2.1e+07,0,8e+06,8e+06,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,232,25000,No,0,0,REDACTED
2022-RepAct22-008458_Redacted.pdf,07/16/2022,FALSE,NA,NA,01/01/2018,2018,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,//,From 10 to 25 million,0,0,0,0,0,0,0,84165,0,61646,Own,525000,NA,NA,No,0,TRUE,2018,2019,2e+05,3e+05,1e+05,0,525000,525000,0,0,0,0,0,0,Yes,1,25,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,224,130000,Yes,0,1,REDACTED
2022-RepAct22-008459_Redacted.pdf,07/01/2022,FALSE,NA,NA,04/11/2017,2017,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,//,From 1 to 5 million,0,73,169031,2355,0,82,8000,0,164040,0,Rent,NA,4000,NA,NA,0,TRUE,2019,2020,0,0,0,0,0,0,225000,225000,0,0,0,0,Yes,1,120,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,300,2e+05,No,0,0,REDACTED
2022-RepAct22-008460_Redacted.pdf,10/18/2022,FALSE,NA,NA,01/01/2021,2021,Sab Juan,PR,"Sab Juan, PR Puerto Rico","Sab Juan, PR Puerto Rico",PR,Sab Juan,//,From 5 to 10 million,85,0,174,0,831061,224,0,0,1400,0,Own,1500000,NA,NA,No,0,TRUE,2020,2021,0,8570000,8570000,0,1500000,1500000,0,0,0,0,125000,125000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,235,1e+05,No,0,0,REDACTED
2022-RepAct22-008461_Redacted.pdf,07/05/2022,FALSE,NA,NA,04/05/2021,2021,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,REDACTED,From 25 to 50 million,0,0,0,0,32602844,0,0,0,0,0,Own,8e+06,NA,NA,No,0,TRUE,2020,2021,0,2.1e+07,2.1e+07,0,8e+06,8e+06,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,217,20000,No,0,0,REDACTED
2022-RepAct22-008462_Redacted.pdf,11/11/2022,FALSE,NA,NA,07/02/2021,2021,Dorado,Puerto Rico,"Dorado, Puerto Rico","Dorado, Puerto Rico",Puerto Rico,Dorado,12/31/2021,From 10 to 25 million,21,0,5996032,0,-378320,0,0,0,0,20290,Rent,NA,2500,NA,NA,0,TRUE,2020,2021,0,5e+06,5e+06,0,3100000,3100000,0,8e+06,8e+06,0,1e+06,1e+06,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,183,1e+05,No,0,0,REDACTED
2022-RepAct22-008465_Redacted.pdf,07/16/2022,FALSE,NA,NA,01/01/2018,2018,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,//,From 10 to 25 million,0,0,0,0,0,166,0,71077,0,302040,Own,525000,NA,NA,No,0,TRUE,2019,2020,3e+05,3e+05,0,525000,525000,0,0,0,0,0,0,0,Yes,1,25,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,291,150000,Yes,0,1,REDACTED
2022-RepAct22-008466_Redacted.pdf,12/01/2022,FALSE,NA,NA,02/01/2019,2019,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 1 to 5 million,0,0,0,0,0,0,0,0,0,0,Rent,NA,1800,NA,NA,0,FALSE,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,35,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,358,10000,Yes,0,1,REDACTED
2022-RepAct22-008467_Redacted.pdf,08/04/2022,FALSE,NA,NA,02/01/2019,2019,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,//,From 1 to 5 million,0,0,412906,0,0,0,0,79653,0,0,Own,1200000,NA,NA,No,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,60,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,300,2e+05,No,0,0,REDACTED
2022-RepAct22-008468_Redacted.pdf,07/15/2022,TRUE,real_estate_identification_number_1,354-052-365-20-000,01/01/2016,2016,Humacao,Puerto Rico,28  Humacao  Puerto Rico,Humacao  Puerto Rico,Puerto Rico,Humacao,//,From 1 to 5 million,0,0,145196,0,0,0,0,96000,27154,12652,Own,850000,NA,NA,Yes,1,TRUE,2017,2018,11000,20000,9000,9e+05,9e+05,0,0,0,0,70000,70000,0,Yes,1,45,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,227,150000,No,0,0,NA
2022-RepAct22-008469_Redacted.pdf,07/15/2022,TRUE,real_estate_identification_number_1,354-052-365-20-000,01/01/2016,2016,Humacao,Puerto Rico,Humacao Puerto Rico,Humacao Puerto Rico,Puerto Rico,Humacao,//,From 1 to 5 million,0,0,145196,0,0,0,0,96000,27154,12652,Own,850000,NA,NA,Yes,1,TRUE,2017,2018,11000,20000,9000,9e+05,9e+05,0,0,0,0,70000,70000,0,Yes,1,45,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,227,150000,No,0,0,REDACTED
2022-RepAct22-008472_Redacted.pdf,08/01/2022,FALSE,NA,NA,12/16/2014,2014,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,//,From 1 to 5 million,4,0,0,0,0,0,0,0,0,0,Rent,NA,1600,NA,NA,0,TRUE,2020,2021,40000,40000,0,0,0,0,304062,316067,12005,0,0,0,Yes,1,35,Service,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,199,37500,No,0,0,REDACTED
